place_id,name,category,subcategory,district,city,latitude,longitude,avg_rating,review_count,review_popularity,quality_score,nature_score,adventure_score,history_score,photography_score,food_score,relaxation_score,family_score,shopping_score,weather_sensitive,environment,map_ready,feature_text
PLC0012063,PITTANIYA VILLA,accommodation,Bangalows,Galle,Habaraduwa,6.001739,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PITTANIYA VILLA accommodation Bangalows
PLC0012064,Pittenne Kade,shopping,convenience,Matara,,6.093826249999999,80.67696197380057,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Pittenne Kade shopping convenience
PLC0012065,Piumara Residence,accommodation,hotel,Kandy,Kandy,7.2856236,80.6456648,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Piumara Residence accommodation hotel
PLC0012066,Piumi bakery wawala,shopping,bakery,Gampaha,,7.06872835,79.88428634647676,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piumi bakery wawala shopping bakery
PLC0012067,Piumi Beer,shopping,alcohol,Trincomalee,Trincomalee,8.5849288,81.2189835,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piumi Beer shopping alcohol
PLC0012068,Piumi House,accommodation,guest_house,Matara,,5.9637351,80.708962,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Piumi House accommodation guest_house
PLC0012069,Piumi nuwan,shopping,trade,Kurunegala,,8.002343,80.3064145,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piumi nuwan shopping trade
PLC0012070,Piya Nivasa,accommodation,hotel,Galle,Akurala,6.1934833,80.0624506,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Piya Nivasa accommodation hotel
PLC0012071,Piyal Stores,shopping,convenience,Kandy,,7.16643585,80.57341700544868,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyal Stores shopping convenience
PLC0012072,Piyananda Hardware,shopping,hardware,Matara,Kamburupitiya,6.0796567,80.56587861434262,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyananda Hardware shopping hardware
PLC0012073,Piyanandana Hardware,shopping,hardware,Matara,Kamburupitiya,6.0796619,80.5658929,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyanandana Hardware shopping hardware
PLC0012074,PIYASA,accommodation,Home Stay Units,Colombo,Kaduwela Pradeshiya Sabha,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PIYASA accommodation Home Stay Units
PLC0012075,Piyasena Service Station,shopping,car_repair,Galle,,6.071406,80.23744111507054,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyasena Service Station shopping car_repair
PLC0012076,Piyasena,shopping,supermarket,Colombo,,6.8492954,79.8660824,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyasena shopping supermarket
PLC0012077,Piyasiri Stores & Hotel (Ape Kade),shopping,guest_house,Badulla,Ohiya,6.81800575,80.84331722475865,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyasiri Stores & Hotel (Ape Kade) shopping guest_house
PLC0012078,Piyasiri Stores,shopping,convenience,Gampaha,,7.1345657,80.0364842,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyasiri Stores shopping convenience
PLC0012079,Piyathissa Stores,shopping,electrical,Matara,Kamburupitiya,6.079475,80.56558621286715,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyathissa Stores shopping electrical
PLC0012080,Piyumi Super Mart,shopping,supermarket,Gampaha,,7.0732698,79.99851782668517,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Piyumi Super Mart shopping supermarket
PLC0012081,Pizza Brothers,food,restaurant,Matale,,7.8795653,80.6500997,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Brothers food restaurant
PLC0012082,Pizza Hub Arugambay,food,restaurant,Ampara,Arugam Bay,6.8403582,81.832585,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hub Arugambay food restaurant
PLC0012083,Pizza Hub Weligama,food,restaurant,Matara,,5.9743468,80.438061,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hub Weligama food restaurant
PLC0012084,Pizza Hurt- Mawanella,food,fast_food,Kegalle,,7.2536158,80.4476023,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hurt- Mawanella food fast_food
PLC0012085,Pizza Hut Delivery,food,fast_food,Gampaha,,7.07503475,79.89153848549877,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut Delivery food fast_food
PLC0012086,Pizza Hut,food,restaurant,Anuradhapura,Anuradhapura,8.3240658,80.4040156,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012087,Pizza Hut,food,restaurant,Badulla,Bandarawela,6.8298799500000005,80.99657407642852,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012088,Pizza hut,food,fast_food,Batticaloa,,7.7244303,81.6914942,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza hut food fast_food
PLC0012089,Pizza Hut,food,restaurant,Colombo,Colombo 2,6.9201412,79.8588625,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012090,Pizza Hut,food,restaurant,Galle,,6.4378628,79.9953795,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012091,Pizza Hut,food,fast_food,Gampaha,yakkala,7.0835769,80.0307942,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut food fast_food
PLC0012092,Pizza Hut,food,restaurant,Jaffna,,9.6647087,80.0165595,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012093,Pizza Hut,food,restaurant,Kalutara,,6.718552,80.06873135001621,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012094,Pizza Hut,food,fast_food,Kandy,Kandy,7.2809029,80.6199834,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut food fast_food
PLC0012095,Pizza Hut,food,fast_food,Kegalle,Ranwala,7.2509762,80.3338895,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut food fast_food
PLC0012096,Pizza Hut,food,restaurant,Matale,,7.8737323,80.650503,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012097,Pizza Hut,food,fast_food,Matara,,5.9482787,80.5351894,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut food fast_food
PLC0012098,Pizza Hut,food,restaurant,Nuwara Eliya,,6.889303,80.5983908,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012099,Pizza Hut,food,restaurant,Polonnaruwa,Polonnaruwa,7.9424956,81.0125243,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012100,Pizza Hut,food,fast_food,Puttalam,,7.5715481,79.7979942,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza Hut food fast_food
PLC0012101,Pizza Hut,food,restaurant,Ratnapura,,6.6821389,80.4115776,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Hut food restaurant
PLC0012102,Pizza No.1,food,fast_food,Galle,,6.4294284,79.9995724,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pizza No.1 food fast_food
PLC0012103,Pizza Point,food,restaurant,Ampara,,6.8428025,81.8318541,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Point food restaurant
PLC0012104,Pizza Restaurant,food,restaurant,Galle,,6.0106514,80.2486791,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Restaurant food restaurant
PLC0012105,Pizza Wood Fire,food,restaurant,Galle,Hikkaduwa,6.128713,80.1038308,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizza Wood Fire food restaurant
PLC0012106,Pizzaria Lux,food,restaurant,Jaffna,,9.67036895,80.03096931641721,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizzaria Lux food restaurant
PLC0012107,pizzería buenisima,food,restaurant,Puttalam,,7.3520969,79.8371438,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,pizzería buenisima food restaurant
PLC0012108,Pizzeria Vito,food,restaurant,Kandy,,7.287806,80.6424907,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pizzeria Vito food restaurant
PLC0012109,PJ Hotels,accommodation,hotel,Jaffna,,9.7628578,80.11725972902879,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,PJ Hotels accommodation hotel
PLC0012110,PJ HOTEL,accommodation,Guest Houses,Jaffna,Jaffna,9.7628578,80.11725972902879,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,PJ HOTEL accommodation Guest Houses
PLC0012111,PLANET CUZENE,food,,Colombo,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,False,PLANET CUZENE food 
PLC0012112,Plant Nursery,shopping,garden_centre,Matale,,7.6826222,80.6433712,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,1.0,True,outdoor,True,Plant Nursery shopping garden_centre
PLC0012113,Plant Seed Museum,attraction,museum,Kandy,,7.2687351,80.5974961,,0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.7,0.0,False,indoor,True,Plant Seed Museum attraction museum
PLC0012114,PLANTAGE,accommodation,Bangalows,Puttalam,Kalpitiya Pradeshiya Sabha,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PLANTAGE accommodation Bangalows
PLC0012115,plantation de the escalier,attraction,viewpoint,Kandy,,7.1118844,80.6365621,,0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,outdoor,True,plantation de the escalier attraction viewpoint
PLC0012116,PLANTATION HOTEL,accommodation,Guest Houses,Kegalle,Yatiyantota Pradeshiya Sabha,6.99259,80.4186203,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,PLANTATION HOTEL accommodation Guest Houses
PLC0012117,PLANTATION INN,accommodation,Home Stay Units,Matara,Weligama Pradeshiya Sabha,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PLANTATION INN accommodation Home Stay Units
PLC0012118,PLANTATION RETREAT,accommodation,Home Stay Units,Kandy,Kandy,7.3493442,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PLANTATION RETREAT accommodation Home Stay Units
PLC0012119,Plantation Villa,accommodation,hotel,Kalutara,Kalutara Pradeshiya Sabha,6.5531602,80.0620881445274,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Plantation Villa accommodation hotel
PLC0012120,Plantaz,attraction,attraction,Kandy,,7.2704061,80.5478382,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Plantaz attraction attraction
PLC0012121,PLANTERS BUNGALOW,accommodation,Bangalows,Badulla,Ella Pradeshiya Sabha,6.831055,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PLANTERS BUNGALOW accommodation Bangalows
PLC0012122,Planters Club,activity,nightclub,Kegalle,Kegalle,7.2484859,80.3408078,,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Planters Club activity nightclub
PLC0012123,Plants for Sale,shopping,garden_centre,Gampaha,,7.12309235,79.91767297428487,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,1.0,True,outdoor,True,Plants for Sale shopping garden_centre
PLC0012124,Plants&Plants Supercentre,shopping,garden_centre,Colombo,,6.9219562,79.9398805,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,1.0,True,outdoor,True,Plants&Plants Supercentre shopping garden_centre
PLC0012125,PLATINUM-1,accommodation,Tourist Hotels,Colombo,Colombo,6.900651,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,False,PLATINUM-1 accommodation Tourist Hotels
PLC0012126,Platinum Resort,accommodation,hotel,Anuradhapura,Anuradhapura,8.3099466,80.44217949637485,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,False,indoor,True,Platinum Resort accommodation hotel
PLC0012127,play ground,accommodation,camp_site,Kalutara,,6.4709447,80.1063264,,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,play ground accommodation camp_site
PLC0012128,Play Mart,shopping,toys,Kalutara,,6.7125394499999995,79.908433712,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Play Mart shopping toys
PLC0012129,Playtrix,food,pub,Colombo,,6.9175687,79.8549319,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Playtrix food pub
PLC0012130,Plaza Hotel & Bake House,food,restaurant,Colombo,Wellawatte,6.8749268,79.8612919,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Plaza Hotel & Bake House food restaurant
PLC0012131,Pleasant View Ella,accommodation,guest_house,Badulla,Ella,6.8611958,81.0379189,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Pleasant View Ella accommodation guest_house
PLC0012132,Pleasure Island Guest House,accommodation,guest_house,Matale,,7.8723363,80.6328647,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Pleasure Island Guest House accommodation guest_house
PLC0012133,PLEASURE ISLAND HOME STAY,accommodation,Home Stay Units,Matale,Dambulla Pradeshiya Sabha,7.8723783,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,PLEASURE ISLAND HOME STAY accommodation Home Stay Units
PLC0012134,PLEDGE 3,accommodation,Tourist Hotels,Gampaha,Gampaha,7.236222401,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,False,PLEDGE 3 accommodation Tourist Hotels
PLC0012135,PLEDGE SCAPE,accommodation,Guest Houses,Gampaha,Negombo,7.2252278,79.8398752,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,PLEDGE SCAPE accommodation Guest Houses
PLC0012136,Pledgescape,accommodation,hotel,Gampaha,,7.2252278,79.8398752,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Pledgescape accommodation hotel
PLC0012137,Plus Nine Four,food,restaurant,Colombo,,6.8936632,79.8639377,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Plus Nine Four food restaurant
PLC0012138,Plus One Automobile Engineering,shopping,car_repair,Kandy,Katugastota,7.3291499,80.629418,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Plus One Automobile Engineering shopping car_repair
PLC0012139,Pmart,shopping,convenience,Matara,,5.97383775,80.42981301766667,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Pmart shopping convenience
PLC0012140,PMD Hotel,accommodation,hotel,Nuwara Eliya,,6.8251737,80.5208842,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,PMD Hotel accommodation hotel
PLC0012141,PN Fernando Restaurant,food,restaurant,Gampaha,Ja-Ela,7.0825443,79.8881926749407,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,PN Fernando Restaurant food restaurant
PLC0012142,PN Fernando,shopping,seafood,Gampaha,,7.0735682,79.8931381,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,PN Fernando shopping seafood
PLC0012143,PnS Bakers,shopping,bakery,Kalutara,,6.7179351,80.068145,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,PnS Bakers shopping bakery
PLC0012144,Podi Gedara Apartments,accommodation,hotel,Galle,Habaraduwa,5.9958385,80.2857087,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Podi Gedara Apartments accommodation hotel
PLC0012145,Podium Austasia,food,pub,Colombo,,6.8751051,79.9408436,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Podium Austasia food pub
PLC0012146,POINT DE GALLE,accommodation,Guest Houses,Galle,Habaraduwa,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,POINT DE GALLE accommodation Guest Houses
PLC0012147,Point Pedro Fish Market,shopping,marketplace,Jaffna,,9.82551985,80.23681454321631,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Point Pedro Fish Market shopping marketplace
PLC0012148,Point Pedro Lighthouse,attraction,lighthouse,Jaffna,,9.8269335,80.2496729,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Point Pedro Lighthouse attraction lighthouse
PLC0012149,POINTE SUD,accommodation,Bangalows,Matara,Matara,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,POINTE SUD accommodation Bangalows
PLC0012150,POKKULUWA TEA COTTAGE,accommodation,Bangalows,Galle,Habaraduwa,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,POKKULUWA TEA COTTAGE accommodation Bangalows
PLC0012151,POKOE TRAIL LODGING,accommodation,chalet,Nuwara Eliya,Tawalantenne,7.0815375,80.6812285,,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,POKOE TRAIL LODGING accommodation chalet
PLC0012152,Pokunutenna Circuit Bungalow,accommodation,chalet,Monaragala,,6.5789216,80.8950602,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Pokunutenna Circuit Bungalow accommodation chalet
PLC0012153,Pokunuwita seat Center,shopping,car_repair,Kalutara,Pokunuwita,6.7264191,80.0335777,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Pokunuwita seat Center shopping car_repair
PLC0012154,POL ATHU BATH KADE,food,restaurant,Colombo,Dehiwala,6.8560947,79.8650596,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,POL ATHU BATH KADE food restaurant
PLC0012155,Pol Athu Bath Kade,food,restaurant,Gampaha,Kelaniya,6.9673337,79.9065859,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Pol Athu Bath Kade food restaurant
PLC0012156,Polgahawela Clock Tower,attraction,tower,Kurunegala,,7.33088025,80.30212408248792,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Polgahawela Clock Tower attraction tower
PLC0012157,Polgahawela Rest house,accommodation,guest_house,Kurunegala,polgahawela,7.33110375,80.29936158444882,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Polgahawela Rest house accommodation guest_house
PLC0012158,Polgahawela wine stores,shopping,alcohol,Kurunegala,Polgahawela,7.3356907,80.3005784,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Polgahawela wine stores shopping alcohol
PLC0012159,Polgasgala Cafe,food,cafe,Galle,Dodanduwa,6.1040461,80.12648064903189,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Polgasgala Cafe food cafe
PLC0012160,Polhena Estate,accommodation,hotel,Galle,unawatuna,6.0084351,80.2804633,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Polhena Estate accommodation hotel
PLC0012161,Polhena Grand Resort & Banquet,accommodation,hotel,Matara,,5.936768,80.52408324471897,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,False,indoor,True,Polhena Grand Resort & Banquet accommodation hotel
PLC0012162,POLHENA REEF GARDEN HOTEL,accommodation,Guest Houses,Matara,Matara,5.937056,,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,0.0,True,outdoor,False,POLHENA REEF GARDEN HOTEL accommodation Guest Houses
PLC0012163,Polhena Villa,accommodation,hotel,Matara,,6.09216485,80.66824837158568,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Polhena Villa accommodation hotel
PLC0012164,POLICE LIFE SAVING,attraction,tower,Gampaha,,7.2273312,79.83955707149681,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,POLICE LIFE SAVING attraction tower
PLC0012165,Polina restaurant,food,restaurant,Galle,,6.1317369,80.1014736,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Polina restaurant food restaurant
PLC0012166,Poliwoods Food Maharagama,food,restaurant,Colombo,Maharagama,6.8444328,79.9256265,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Poliwoods Food Maharagama food restaurant
PLC0012167,POLLAN HOTEL AND GUEST HOUSE,accommodation,Guest Houses,Anuradhapura,Talawa Pradeshiya Sabha,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,False,POLLAN HOTEL AND GUEST HOUSE accommodation Guest Houses
PLC0012168,Polo Fashion,shopping,tailor,Kandy,,7.1978559,80.6690163,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Polo Fashion shopping tailor
PLC0012169,Polo Region Rest Inn,accommodation,guest_house,Badulla,,6.7667625,80.948844,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Polo Region Rest Inn accommodation guest_house
PLC0012170,POLONNARUWA HOLIDAY INN,accommodation,Tourist Hotels,Polonnaruwa,Polonnaruwa,7.959284,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,False,POLONNARUWA HOLIDAY INN accommodation Tourist Hotels
PLC0012171,Polonnaruwa Quadrangle,attraction,attraction,Polonnaruwa,,7.9474686,81.00132623483427,4.42,333,0.2768,0.7018,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Polonnaruwa Quadrangle attraction attraction
PLC0012172,POLONNARUWA REST HOUSE,accommodation,Guest Houses,Polonnaruwa,Tamankaduwa Pradeshiya Sabha,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,POLONNARUWA REST HOUSE accommodation Guest Houses
PLC0012173,Polruppe Kade,shopping,general,Matara,,6.0988384,80.6771809336445,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Polruppe Kade shopping general
PLC0012174,Polsumbal,food,restaurant,Galle,,6.0250289,80.2180375,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Polsumbal food restaurant
PLC0012175,POLWATHTHA ECO-LODGES,accommodation,Guest Houses,Kandy,Kandy,7.326892,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,POLWATHTHA ECO-LODGES accommodation Guest Houses
PLC0012176,Polwatta Shopping Complex,shopping,mall,Galle,,6.2457961,80.06297407432433,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Polwatta Shopping Complex shopping mall
PLC0012177,Ponnusamy Chettinad,food,cafe,Colombo,Narahenpita,6.8889539,79.8770776,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Ponnusamy Chettinad food cafe
PLC0012178,Poobalasingam Book Depot,shopping,books,Jaffna,,9.6663484,80.0121528,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Poobalasingam Book Depot shopping books
PLC0012179,Poobalasingam Book Shop,shopping,books,Colombo,,6.9442021,79.8555537,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Poobalasingam Book Shop shopping books
PLC0012180,Poobalasingam book store,shopping,books,Colombo,,6.8725499,79.861861,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Poobalasingam book store shopping books
PLC0012181,Pool Bar,food,bar,Colombo,,6.9283669,79.8442158,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Pool Bar food bar
PLC0012182,Poolbar,food,bar,Gampaha,,7.23532285,79.84073998101343,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,Poolbar food bar
PLC0012183,Poonie's Kitchen,food,cafe,Galle,,6.0259749,80.2166117,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Poonie's Kitchen food cafe
